	event_type	country	admin1	admin2	event_date	iso3
20870	Protests	Somalia	Nugaal	Garoowe	2019-04	SOM
20871	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-04	SOM
20872	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-04	SOM
20874	Battles	Somalia	Lower Shabelle	Qoryooley	2019-04	SOM
20877	Violence against civilians	South Sudan	Jonglei	Duk	2019-04	SSD
20878	Explosions/Remote violence	Somalia	Lower Shabelle	Kurtunwaarey	2019-04	SOM
20879	Explosions/Remote violence	Somalia	Bari	Bossaso	2019-04	SOM
20881	Explosions/Remote violence	Somalia	Lower Juba	Afmadow	2019-04	SOM
20884	Violence against civilians	Uganda	Western	Kabale	2019-04	UGA
20885	Riots	Uganda	Eastern	Jinja	2019-04	UGA
20886	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20887	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2019-04	SOM
20888	Protests	Ethiopia	Oromia	Ilu Aba Bora	2019-04	ETH
20889	Protests	Ethiopia	Oromia	West Hararge	2019-04	ETH
20890	Battles	South Sudan	Jonglei	Pibor	2019-04	SSD
20891	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20892	Battles	Somalia	Banadir	Banadir	2019-04	SOM
20893	Battles	Somalia	Lower Shabelle	Wanla Weyn	2019-04	SOM
20894	Protests	Uganda	Central	Lwengo	2019-04	UGA
20895	Battles	Somalia	Bari	Bossaso	2019-04	SOM
20896	Strategic developments	Somalia	Galgaduud	Cabudwaaq	2019-04	SOM
20897	Explosions/Remote violence	Somalia	Bay	Buur Hakaba	2019-04	SOM
20898	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-04	SOM
20899	Strategic developments	Somalia	Bay	Diinsoor	2019-04	SOM
20901	Violence against civilians	Somalia	Middle Shabelle	Balcad	2019-04	SOM
20903	Violence against civilians	South Sudan	Lakes	Yirol West	2019-04	SSD
20904	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20905	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20906	Protests	Somalia	Banadir	Banadir	2019-04	SOM
20907	Battles	South Sudan	Jonglei	Pibor	2019-04	SSD
20909	Protests	Ethiopia	Sidama	Sidama	2019-04	ETH
20910	Explosions/Remote violence	Somalia	Middle Juba	Jilib	2019-04	SOM
20912	Riots	Somalia	Bakool	Xudur	2019-04	SOM
20913	Battles	Somalia	Bay	Buur Hakaba	2019-04	SOM
20914	Strategic developments	Somalia	Bay	Buur Hakaba	2019-04	SOM
20915	Protests	Uganda	Central	Kampala	2019-04	UGA
20916	Violence against civilians	Somalia	Woqooyi Galbeed	Hargeysa	2019-04	SOM
20917	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-04	SOM
20919	Battles	Somalia	Banadir	Banadir	2019-04	SOM
20920	Battles	Ethiopia	Amhara	North Shewa (AM)	2019-04	ETH
20921	Battles	Kenya	Machakos	Machakos Town	2019-04	KEN
20922	Violence against civilians	Somalia	Banadir	Banadir	2019-04	SOM
20925	Riots	Uganda	Western	Kabale	2019-04	UGA
20926	Battles	Somalia	Sool	Laas Caanood	2019-04	SOM
20927	Battles	Somalia	Bari	Qandala	2019-04	SOM
20928	Battles	Somalia	Lower Shabelle	Marka	2019-04	SOM
20929	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-04	SOM
20930	Explosions/Remote violence	Somalia	Bay	Buur Hakaba	2019-04	SOM
20931	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20932	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20933	Battles	Somalia	Banadir	Banadir	2019-04	SOM
20938	Protests	Somalia	Bakool	Xudur	2019-04	SOM
20940	Riots	Kenya	Bomet	Bomet East	2019-04	KEN
20941	Riots	Kenya	Busia	Butula	2019-04	KEN
20943	Battles	Somalia	Lower Shabelle	Afgooye	2019-04	SOM
20945	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20946	Protests	Ethiopia	Afar	Gabi /Zone 3	2019-04	ETH
20947	Battles	Ethiopia	Amhara	Oromia	2019-04	ETH
20948	Battles	Somalia	Banadir	Banadir	2019-04	SOM
20949	Battles	Somalia	Banadir	Banadir	2019-04	SOM
20952	Battles	Somalia	Lower Juba	Kismaayo	2019-04	SOM
20953	Violence against civilians	Somalia	Bay	Diinsoor	2019-04	SOM
20954	Violence against civilians	Somalia	Bay	Baydhaba	2019-04	SOM
20955	Violence against civilians	Somalia	Middle Shabelle	Balcad	2019-04	SOM
20958	Strategic developments	Uganda	Western	Hoima	2019-04	UGA
20959	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20961	Protests	Uganda	Northern	Gulu	2019-04	UGA
20962	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20966	Violence against civilians	South Sudan	Western Equatoria	Yambio	2019-04	SSD
20968	Explosions/Remote violence	Somalia	Lower Shabelle	Qoryooley	2019-04	SOM
20975	Battles	South Sudan	Lakes	Yirol East	2019-04	SSD
20976	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20977	Violence against civilians	South Sudan	Western Equatoria	Yambio	2019-04	SSD
20978	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20979	Violence against civilians	Somalia	Lower Shabelle	Qoryooley	2019-04	SOM
20980	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-04	SOM
20981	Battles	Somalia	Lower Shabelle	Marka	2019-04	SOM
20982	Explosions/Remote violence	Somalia	Bay	Qansax Dheere	2019-04	SOM
20985	Protests	Uganda	Central	Kampala	2019-04	UGA
20986	Riots	Uganda	Northern	Kitgum	2019-04	UGA
20987	Riots	Uganda	Eastern	Jinja	2019-04	UGA
20990	Riots	Uganda	Northern	Abim	2019-04	UGA
20995	Violence against civilians	South Sudan	Western Bahr el Ghazal	Jur River	2019-04	SSD
20996	Explosions/Remote violence	Somalia	Middle Juba	Bu'aale	2019-04	SOM
20998	Battles	Somalia	Lower Shabelle	Wanla Weyn	2019-04	SOM
20999	Riots	Uganda	Eastern	Jinja	2019-04	UGA
21000	Violence against civilians	Kenya	Elgeyo-Marakwet	Marakwet West	2019-04	KEN
21001	Violence against civilians	Ethiopia	Afar	Gabi /Zone 3	2019-04	ETH
21002	Protests	Ethiopia	SNNP	Siltie	2019-04	ETH
21003	Violence against civilians	Kenya	Kericho	Ainamoi	2019-04	KEN
21004	Battles	Somalia	Lower Shabelle	Afgooye	2019-04	SOM
21005	Riots	Uganda	Western	Mbarara	2019-04	UGA
21007	Battles	Somalia	Lower Shabelle	Afgooye	2019-04	SOM
21009	Battles	Somalia	Bakool	Xudur	2019-04	SOM
21010	Violence against civilians	Somalia	Bay	Buur Hakaba	2019-04	SOM
21011	Battles	Somalia	Gedo	Baardheere	2019-04	SOM
21013	Violence against civilians	Somalia	Middle Shabelle	Balcad	2019-04	SOM
21014	Riots	Uganda	Eastern	Jinja	2019-04	UGA
21015	Violence against civilians	Somalia	Banadir	Banadir	2019-04	SOM
21016	Protests	Somalia	Banadir	Banadir	2019-04	SOM
21017	Battles	South Sudan	Warrap	Tonj South	2019-04	SSD
21018	Riots	Ethiopia	Oromia	East Hararge	2019-04	ETH
21019	Violence against civilians	Somalia	Banadir	Banadir	2019-04	SOM
21022	Violence against civilians	South Sudan	Western Bahr el Ghazal	Jur River	2019-04	SSD
21023	Violence against civilians	South Sudan	Western Bahr el Ghazal	Jur River	2019-04	SSD
21026	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21027	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21028	Battles	Somalia	Togdheer	Buuhoodle	2019-03	SOM
21030	Riots	Uganda	Eastern	Jinja	2019-03	UGA
21031	Battles	South Sudan	Jonglei	Duk	2019-03	SSD
21032	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21033	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21034	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-03	SOM
21037	Protests	Kenya	Narok	Narok North	2019-03	KEN
21038	Riots	Uganda	Eastern	Jinja	2019-03	UGA
21039	Violence against civilians	Uganda	Northern	Abim	2019-03	UGA
21040	Violence against civilians	South Sudan	Jonglei	Duk	2019-03	SSD
21041	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21042	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21043	Violence against civilians	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21044	Battles	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21045	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21047	Violence against civilians	South Sudan	Western Equatoria	Nzara	2019-03	SSD
21048	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21049	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21050	Violence against civilians	South Sudan	Central Equatoria	Juba	2019-03	SSD
21051	Violence against civilians	South Sudan	Jonglei	Bor South	2019-03	SSD
21052	Protests	Uganda	Western	Kisoro	2019-03	UGA
21053	Explosions/Remote violence	Somalia	Middle Juba	Bu'aale	2019-03	SOM
21054	Battles	Somalia	Lower Shabelle	Qoryooley	2019-03	SOM
21056	Riots	Uganda	Eastern	Jinja	2019-03	UGA
21057	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21058	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21059	Strategic developments	Somalia	Middle Shabelle	Jowhar	2019-03	SOM
21060	Riots	Uganda	Central	Kampala	2019-03	UGA
21061	Battles	Somalia	Lower Juba	Afmadow	2019-03	SOM
21062	Battles	Somalia	Lower Shabelle	Marka	2019-03	SOM
21063	Protests	Somalia	Woqooyi Galbeed	Hargeysa	2019-03	SOM
21064	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21065	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21066	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21071	Violence against civilians	South Sudan	Western Equatoria	Nzara	2019-03	SSD
21072	Riots	Kenya	Kilifi	Rabai	2019-03	KEN
21073	Explosions/Remote violence	Somalia	Lower Juba	Afmadow	2019-03	SOM
21075	Explosions/Remote violence	Somalia	Bay	Qansax Dheere	2019-03	SOM
21076	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21077	Battles	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21078	Protests	Kenya	Nairobi	Starehe	2019-03	KEN
21079	Violence against civilians	Somalia	Bay	Diinsoor	2019-03	SOM
21080	Riots	Uganda	Eastern	Jinja	2019-03	UGA
21081	Explosions/Remote violence	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21082	Strategic developments	Somalia	Bakool	Xudur	2019-03	SOM
21083	Battles	Somalia	Lower Shabelle	Marka	2019-03	SOM
21084	Battles	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21085	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2019-03	SOM
21086	Battles	South Sudan	Upper Nile	Renk	2019-03	SSD
21087	Violence against civilians	South Sudan	Upper Nile	Renk	2019-03	SSD
21088	Violence against civilians	Uganda	Central	Gomba	2019-03	UGA
21089	Riots	Uganda	Central	Wakiso	2019-03	UGA
21090	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21091	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21092	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21093	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21094	Violence against civilians	South Sudan	Upper Nile	Luakpiny/Nasir	2019-03	SSD
21096	Strategic developments	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21099	Strategic developments	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21100	Protests	Kenya	Murang'a	Kiharu	2019-03	KEN
21101	Riots	Uganda	Northern	Lira	2019-03	UGA
21102	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21103	Riots	Uganda	Northern	Kotido	2019-03	UGA
21104	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21107	Strategic developments	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21108	Violence against civilians	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21109	Battles	Kenya	Garissa	Lagdera	2019-03	KEN
21110	Battles	South Sudan	Eastern Equatoria	Torit	2019-03	SSD
21111	Violence against civilians	Uganda	Central	Mukono	2019-03	UGA
21112	Violence against civilians	South Sudan	Western Equatoria	Tambura	2019-03	SSD
21118	Violence against civilians	South Sudan	Jonglei	Bor South	2019-03	SSD
21119	Protests	Kenya	Bungoma	Kanduyi	2019-03	KEN
21122	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-03	SOM
21123	Protests	Kenya	Baringo	Baringo South	2019-03	KEN
21124	Riots	Uganda	Northern	Lira	2019-03	UGA
21125	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21126	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21127	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21128	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21129	Battles	South Sudan	Warrap	Tonj South	2019-03	SSD
21130	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21131	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21132	Battles	Somalia	Lower Shabelle	Marka	2019-03	SOM
21133	Protests	Uganda	Central	Wakiso	2019-03	UGA
21134	Protests	Kenya	Bungoma	Kanduyi	2019-03	KEN
21137	Battles	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21138	Battles	Somalia	Bay	Buur Hakaba	2019-03	SOM
21139	Explosions/Remote violence	Somalia	Bay	Qansax Dheere	2019-03	SOM
21140	Riots	Kenya	Bungoma	Kanduyi	2019-03	KEN
21141	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21142	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21143	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21144	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21147	Explosions/Remote violence	Somalia	Middle Juba	Bu'aale	2019-03	SOM
21150	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21151	Battles	Somalia	Lower Juba	Afmadow	2019-03	SOM
21155	Strategic developments	Somalia	Banadir	Banadir	2019-03	SOM
21156	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21157	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21158	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21160	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21161	Battles	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21162	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21164	Violence against civilians	Uganda	Central	Wakiso	2019-03	UGA
21165	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21166	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21167	Violence against civilians	Ethiopia	Amhara	Central Gondar	2019-03	ETH
21168	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21169	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21171	Violence against civilians	South Sudan	Western Equatoria	Nzara	2019-03	SSD
21173	Strategic developments	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21174	Battles	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21175	Battles	Somalia	Mudug	Gaalkacyo	2019-03	SOM
21176	Battles	Somalia	Gedo	Garbahaarey	2019-03	SOM
21177	Battles	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21178	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-03	SOM
21182	Protests	Kenya	Nyandarua	Ol Kalou	2019-03	KEN
21183	Riots	Kenya	Nandi	Chesumei	2019-03	KEN
21184	Riots	Uganda	Eastern	Amuria	2019-03	UGA
21185	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21186	Battles	Ethiopia	Oromia	North Shewa (OR)	2019-03	ETH
21187	Violence against civilians	Ethiopia	Oromia	West Wellega	2019-03	ETH
21188	Violence against civilians	Ethiopia	Oromia	West Guji	2019-03	ETH
21189	Protests	Kenya	Nairobi	Starehe	2019-03	KEN
21192	Battles	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21193	Battles	Somalia	Woqooyi Galbeed	Hargeysa	2019-03	SOM
21194	Strategic developments	Somalia	Togdheer	Buuhoodle	2019-03	SOM
21196	Violence against civilians	Uganda	Central	Luwero	2019-03	UGA
21197	Battles	South Sudan	Northern Bahr el Ghazal	Aweil South	2019-03	SSD
21199	Explosions/Remote violence	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21200	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21202	Battles	Somalia	Bakool	Xudur	2019-03	SOM
21203	Violence against civilians	South Sudan	Western Bahr el Ghazal	Jur River	2019-03	SSD
21204	Violence against civilians	South Sudan	Western Bahr el Ghazal	Jur River	2019-03	SSD
21205	Battles	Somalia	Lower Shabelle	Wanla Weyn	2019-03	SOM
21206	Violence against civilians	Somalia	Hiraan	Belet Weyne	2019-03	SOM
21210	Battles	Somalia	Lower Shabelle	Wanla Weyn	2019-03	SOM
21211	Strategic developments	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21212	Violence against civilians	Somalia	Woqooyi Galbeed	Hargeysa	2019-03	SOM
21213	Violence against civilians	Somalia	Mudug	Gaalkacyo	2019-03	SOM
21214	Battles	Somalia	Galgaduud	Cabudwaaq	2019-03	SOM
21215	Battles	Somalia	Lower Juba	Afmadow	2019-03	SOM
21216	Battles	Somalia	Lower Juba	Afmadow	2019-03	SOM
21217	Battles	Somalia	Middle Shabelle	Cadale	2019-03	SOM
21219	Violence against civilians	South Sudan	Upper Nile	Ulang	2019-03	SSD
21221	Battles	South Sudan	Upper Nile	Ulang	2019-03	SSD
21222	Strategic developments	Somalia	Banadir	Banadir	2019-03	SOM
21223	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21224	Violence against civilians	South Sudan	Central Equatoria	Yei	2019-03	SSD
21225	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21226	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21227	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21228	Violence against civilians	Uganda	Northern	Kaabong	2019-03	UGA
21229	Explosions/Remote violence	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21230	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21231	Battles	Somalia	Lower Shabelle	Marka	2019-03	SOM
21232	Protests	Kenya	Kakamega	Lurambi	2019-03	KEN
21234	Violence against civilians	South Sudan	Western Bahr el Ghazal	Jur River	2019-03	SSD
21235	Battles	South Sudan	Western Bahr el Ghazal	Jur River	2019-03	SSD
21238	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-03	SOM
21239	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21240	Violence against civilians	South Sudan	Central Equatoria	Juba	2019-03	SSD
21241	Battles	South Sudan	Lakes	Yirol East	2019-03	SSD
21245	Battles	Uganda	Western	Mbarara	2019-03	UGA
21246	Strategic developments	Somalia	Sanaag	Ceerigaabo	2019-03	SOM
21247	Battles	Somalia	Sool	Laas Caanood	2019-03	SOM
21249	Strategic developments	South Sudan	Central Equatoria	Yei	2019-03	SSD
21250	Battles	Uganda	Western	Rukungiri	2019-03	UGA
21251	Violence against civilians	Uganda	Northern	Adjumani	2019-03	UGA
21252	Violence against civilians	South Sudan	Jonglei	Pibor	2019-03	SSD
21253	Protests	Kenya	Garissa	Dujis	2019-03	KEN
21254	Violence against civilians	South Sudan	Central Equatoria	Juba	2019-03	SSD
21255	Explosions/Remote violence	Somalia	Bay	Buur Hakaba	2019-03	SOM
21256	Explosions/Remote violence	Somalia	Bay	Buur Hakaba	2019-03	SOM
21257	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-03	SOM
21258	Battles	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21259	Violence against civilians	Uganda	Central	Kampala	2019-03	UGA
21260	Violence against civilians	Kenya	Nairobi	Starehe	2019-03	KEN
21262	Riots	Kenya	Nairobi	Starehe	2019-03	KEN
21263	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21264	Violence against civilians	Kenya	Kakamega	Lurambi	2019-03	KEN
21265	Violence against civilians	Uganda	Western	Kyenjojo	2019-03	UGA
21266	Explosions/Remote violence	Somalia	Lower Juba	Jamaame	2019-03	SOM
21267	Riots	Uganda	Western	Kabale	2019-03	UGA
21270	Explosions/Remote violence	Somalia	Lower Juba	Jamaame	2019-03	SOM
21271	Battles	Kenya	Marsabit	Saku	2019-03	KEN
21272	Protests	Uganda	Northern	Moroto	2019-03	UGA
21273	Violence against civilians	Uganda	Western	Kagadi	2019-03	UGA
21274	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-03	SOM
21275	Violence against civilians	Somalia	Sanaag	Ceerigaabo	2019-03	SOM
21276	Strategic developments	Somalia	Bari	Bossaso	2019-03	SOM
21277	Battles	Somalia	Mudug	Gaalkacyo	2019-03	SOM
21278	Violence against civilians	Somalia	Bay	Baydhaba	2019-03	SOM
21279	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21280	Explosions/Remote violence	Somalia	Gedo	Ceel Waaq	2019-03	SOM
21281	Battles	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21282	Battles	Somalia	Lower Juba	Jamaame	2019-03	SOM
21285	Battles	Somalia	Bari	Bossaso	2019-03	SOM
21286	Battles	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21287	Explosions/Remote violence	Somalia	Lower Shabelle	Marka	2019-03	SOM
21288	Protests	Somalia	Banadir	Banadir	2019-03	SOM
21289	Riots	Kenya	Nyamira	West Mugirango	2019-03	KEN
21291	Riots	Uganda	Central	Wakiso	2019-03	UGA
21292	Battles	Somalia	Gedo	Belet Xaawo	2019-03	SOM
21293	Violence against civilians	Somalia	Hiraan	Bulo Burto	2019-03	SOM
21294	Battles	Somalia	Mudug	Gaalkacyo	2019-03	SOM
21295	Battles	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21297	Protests	Kenya	Nairobi	Starehe	2019-03	KEN
21298	Battles	South Sudan	Warrap	Tonj South	2019-03	SSD
21299	Protests	Kenya	West Pokot	Kapenguria	2019-03	KEN
21300	Battles	Somalia	Lower Shabelle	Qoryooley	2019-03	SOM
21301	Protests	South Sudan	Central Equatoria	Juba	2019-03	SSD
21302	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21303	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21304	Battles	South Sudan	Jonglei	Pibor	2019-03	SSD
21305	Explosions/Remote violence	Somalia	Bay	Buur Hakaba	2019-03	SOM
21307	Protests	Ethiopia	Sidama	Sidama	2019-03	ETH
21308	Explosions/Remote violence	Somalia	Lower Shabelle	Qoryooley	2019-03	SOM
21309	Protests	Kenya	Nyeri	Nyeri Town	2019-03	KEN
21311	Violence against civilians	Somalia	Galgaduud	Dhuusamarreeb	2019-03	SOM
21312	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21315	Violence against civilians	South Sudan	Warrap	Tonj North	2019-03	SSD
21316	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21317	Protests	Ethiopia	Amhara	South Gondar	2019-03	ETH
21318	Violence against civilians	South Sudan	Central Equatoria	Juba	2019-03	SSD
21320	Strategic developments	Somalia	Banadir	Banadir	2019-03	SOM
21322	Strategic developments	Somalia	Sanaag	Ceerigaabo	2019-03	SOM
21323	Battles	Somalia	Lower Shabelle	Qoryooley	2019-03	SOM
21324	Violence against civilians	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21325	Violence against civilians	South Sudan	Warrap	Tonj North	2019-03	SSD
21326	Riots	Uganda	Western	Kyegegwa	2019-03	UGA
21327	Protests	Uganda	Central	Wakiso	2019-03	UGA
21328	Riots	Uganda	Northern	Lira	2019-03	UGA
21330	Violence against civilians	South Sudan	Central Equatoria	Lainya	2019-03	SSD
21333	Battles	South Sudan	Western Equatoria	Mundri East	2019-03	SSD
21336	Violence against civilians	South Sudan	Western Equatoria	Mundri East	2019-03	SSD
21337	Battles	South Sudan	Western Equatoria	Mundri East	2019-03	SSD
21338	Battles	Somalia	Lower Shabelle	Afgooye	2019-03	SOM
21339	Battles	Somalia	Bari	Bossaso	2019-03	SOM
21342	Battles	Somalia	Sanaag	Ceerigaabo	2019-03	SOM
21343	Strategic developments	Somalia	Bari	Bossaso	2019-03	SOM
21344	Battles	Somalia	Lower Shabelle	Marka	2019-03	SOM
21345	Violence against civilians	Somalia	Middle Shabelle	Balcad	2019-03	SOM
21346	Explosions/Remote violence	Somalia	Lower Juba	Afmadow	2019-03	SOM
21348	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21349	Strategic developments	Ethiopia	Addis Ababa	Region 14	2019-03	ETH
21350	Riots	Ethiopia	Amhara	West Gojam	2019-03	ETH
21351	Battles	South Sudan	Jonglei	Pibor	2019-03	SSD
21352	Violence against civilians	Kenya	Elgeyo-Marakwet	Marakwet West	2019-03	KEN
21353	Strategic developments	Somalia	Bakool	Tayeeglow	2019-03	SOM
21354	Violence against civilians	Somalia	Nugaal	Garoowe	2019-03	SOM
21355	Violence against civilians	Somalia	Middle Shabelle	Cadale	2019-03	SOM
21357	Protests	Kenya	Mombasa	Mvita	2019-03	KEN
21358	Protests	Ethiopia	Sidama	Sidama	2019-03	ETH
21359	Violence against civilians	South Sudan	Warrap	Tonj East	2019-03	SSD
21360	Strategic developments	Somalia	Banadir	Banadir	2019-03	SOM
21362	Protests	Ethiopia	Sidama	Sidama	2019-03	ETH
21363	Explosions/Remote violence	Somalia	Middle Shabelle	Jowhar	2019-03	SOM
21364	Explosions/Remote violence	Somalia	Bay	Baydhaba	2019-03	SOM
21365	Violence against civilians	Somalia	Banadir	Banadir	2019-03	SOM
21366	Violence against civilians	Somalia	Bari	Bossaso	2019-03	SOM
21367	Battles	Somalia	Middle Shabelle	Jowhar	2019-03	SOM
21368	Battles	Somalia	Middle Shabelle	Cadale	2019-03	SOM
21369	Violence against civilians	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21370	Protests	Somalia	Bari	Bossaso	2019-03	SOM
21371	Battles	Somalia	Sanaag	Ceerigaabo	2019-03	SOM
21372	Battles	Somalia	Banadir	Banadir	2019-03	SOM
21373	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21374	Battles	Kenya	Kiambu	Limuru	2019-03	KEN
21375	Battles	Somalia	Middle Shabelle	Jowhar	2019-03	SOM
21376	Protests	Ethiopia	Oromia	West Arsi	2019-03	ETH
21377	Protests	Ethiopia	Oromia	Arsi	2019-03	ETH
21378	Protests	Ethiopia	Oromia	East Shewa	2019-03	ETH
21379	Protests	Ethiopia	Oromia	Jimma	2019-03	ETH
21380	Protests	Ethiopia	Oromia	Bale	2019-03	ETH
21381	Protests	Ethiopia	Oromia	West Arsi	2019-03	ETH
21382	Protests	Ethiopia	Oromia	Finfine Special	2019-03	ETH
21383	Violence against civilians	Ethiopia	Harari	Harari	2019-03	ETH
21384	Protests	Ethiopia	Oromia	East Hararge	2019-03	ETH
21385	Explosions/Remote violence	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21386	Battles	Somalia	Lower Juba	Kismaayo	2019-03	SOM
21387	Explosions/Remote violence	Somalia	Banadir	Banadir	2019-03	SOM
21389	Protests	Uganda	Central	Kampala	2019-03	UGA
